time,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9
2020-09-28 11:21:57.304975,0.314567,0.629133,0.943700,1.258266,1.572833,1.887399,2.201966,2.516532,2.831099,3.145666
2020-09-28 11:21:57.405010,0.333487,0.666974,1.000461,1.333948,1.667435,2.000923,2.334410,2.667897,3.001384,3.334871
2020-09-28 11:21:57.508974,0.352274,0.704548,1.056823,1.409097,1.761371,2.113645,2.465920,2.818194,3.170468,3.522742
2020-09-28 11:21:57.608975,0.370920,0.741841,1.112761,1.483682,1.854602,2.225523,2.596443,2.967364,3.338284,3.709205
2020-09-28 11:21:57.712971,0.389418,0.778837,1.168255,1.557673,1.947092,2.336510,2.725928,3.115347,3.504765,3.894183
2020-09-28 11:21:57.813015,0.407760,0.815521,1.223281,1.631042,2.038802,2.446563,2.854323,3.262084,3.669844,4.077605
2020-09-28 11:21:57.913077,0.425939,0.851879,1.277818,1.703758,2.129697,2.555637,2.981576,3.407516,3.833455,4.259395
2020-09-28 11:21:58.013105,0.443948,0.887896,1.331844,1.775792,2.219741,2.663689,3.107637,3.551585,3.995533,4.439481
2020-09-28 11:21:58.117112,0.461779,0.923558,1.385338,1.847117,2.308896,2.770675,3.232454,3.694233,4.156013,4.617792
2020-09-28 11:21:58.221077,0.479426,0.958851,1.438277,1.917702,2.397128,2.876553,3.355979,3.835404,4.314830,4.794255
2020-09-28 11:21:58.321082,0.496880,0.993760,1.490640,1.987521,2.484401,2.981281,3.478161,3.975041,4.471921,4.968801
2020-09-28 11:21:58.421116,0.514136,1.028272,1.542408,2.056544,2.570680,3.084816,3.598952,4.113088,4.627224,5.141360
2020-09-28 11:21:58.525077,0.531186,1.062372,1.593559,2.124745,2.655931,3.187117,3.718303,4.249490,4.780676,5.311862
2020-09-28 11:21:58.625077,0.548024,1.096048,1.644072,2.192096,2.740120,3.288144,3.836168,4.384191,4.932215,5.480239
2020-09-28 11:21:58.725081,0.564642,1.129285,1.693927,2.258570,2.823212,3.387855,3.952497,4.517140,5.081782,5.646425
2020-09-28 11:21:58.849079,0.581035,1.162070,1.743105,2.324141,2.905176,3.486211,4.067246,4.648281,5.229316,5.810352
2020-09-28 11:21:59.001088,0.597195,1.194391,1.791586,2.388782,2.985977,3.583173,4.180368,4.777564,5.374759,5.971954
2020-09-28 11:21:59.105078,0.613117,1.226234,1.839351,2.452467,3.065584,3.678701,4.291818,4.904935,5.518052,6.131169
2020-09-28 11:21:59.207199,0.628793,1.257586,1.886379,2.515172,3.143965,3.772758,4.401551,5.030344,5.659137,6.287930
2020-09-28 11:21:59.307242,0.644218,1.288435,1.932653,2.576871,3.221088,3.865306,4.509524,5.153741,5.797959,6.442177
2020-09-28 11:21:59.411237,0.659385,1.318769,1.978154,2.637539,3.296923,3.956308,4.615693,5.275077,5.934462,6.593847
2020-09-28 11:21:59.511237,0.674288,1.348576,2.022864,2.697152,3.371440,4.045727,4.720015,5.394303,6.068591,6.742879
2020-09-28 11:21:59.615205,0.688921,1.377843,2.066764,2.755686,3.444607,4.133529,4.822450,5.511372,6.200293,6.889214
2020-09-28 11:21:59.723243,0.703279,1.406559,2.109838,2.813118,3.516397,4.219677,4.922956,5.626235,6.329515,7.032794
2020-09-28 11:21:59.827239,0.717356,1.434712,2.152068,2.869424,3.586780,4.304137,5.021493,5.738849,6.456205,7.173561
2020-09-28 11:21:59.931244,0.731146,1.462292,2.193437,2.924583,3.655729,4.386875,5.118021,5.849167,6.580312,7.311458
2020-09-28 11:22:00.035257,0.744643,1.489286,2.233929,2.978572,3.723216,4.467859,5.212502,5.957145,6.701788,7.446431
2020-09-28 11:22:00.139203,0.757843,1.515685,2.273528,3.031370,3.789213,4.547055,5.304898,6.062741,6.820583,7.578426
2020-09-28 11:22:00.239241,0.770739,1.541478,2.312217,3.082956,3.853694,4.624433,5.395172,6.165911,6.936650,7.707389
2020-09-28 11:22:00.343238,0.783327,1.566654,2.349981,3.133308,3.916635,4.699961,5.483288,6.266615,7.049942,7.833269
2020-09-28 11:22:00.445942,0.795602,1.591203,2.386805,3.182406,3.978008,4.773610,5.569211,6.364813,7.160415,7.956016
2020-09-28 11:22:00.549941,0.807558,1.615116,2.422674,3.230232,4.037791,4.845349,5.652907,6.460465,7.268023,8.075581
2020-09-28 11:22:00.649944,0.819192,1.638383,2.457575,3.276766,4.095958,4.915149,5.734341,6.553533,7.372724,8.191916
2020-09-28 11:22:00.753938,0.830497,1.660995,2.491492,3.321989,4.152487,4.982984,5.813482,6.643979,7.474476,8.304974
2020-09-28 11:22:00.853938,0.841471,1.682942,2.524413,3.365884,4.207355,5.048826,5.890297,6.731768,7.573239,8.414710
2020-09-28 11:22:00.953938,0.852108,1.704216,2.556324,3.408432,4.260540,5.112648,5.964756,6.816864,7.668972,8.521080
2020-09-28 11:22:01.053939,0.862404,1.724808,2.587213,3.449617,4.312021,5.174425,6.036830,6.899234,7.761638,8.624042
2020-09-28 11:22:01.157938,0.872355,1.744711,2.617066,3.489422,4.361777,5.234133,6.106488,6.978844,7.851199,8.723555
2020-09-28 11:22:01.257938,0.881958,1.763916,2.645873,3.527831,4.409789,5.291747,6.173705,7.055662,7.937620,8.819578
2020-09-28 11:22:01.357941,0.891207,1.782415,2.673622,3.564829,4.456037,5.347244,6.238452,7.129659,8.020866,8.912074
2020-09-28 11:22:01.457942,0.900100,1.800201,2.700301,3.600402,4.500502,5.400603,6.300703,7.200804,8.100904,9.001004
2020-09-28 11:22:01.561940,0.908633,1.817267,2.725900,3.634534,4.543167,5.451801,6.360434,7.269068,8.177701,9.086335
2020-09-28 11:22:01.681938,0.916803,1.833606,2.750409,3.667212,4.584016,5.500819,6.417622,7.334425,8.251228,9.168031
2020-09-28 11:22:01.857938,0.924606,1.849212,2.773818,3.698424,4.623030,5.547636,6.472242,7.396848,8.321454,9.246060
2020-09-28 11:22:01.957938,0.932039,1.864078,2.796117,3.728156,4.660195,5.592235,6.524274,7.456313,8.388352,9.320391
2020-09-28 11:22:02.057941,0.939099,1.878199,2.817298,3.756397,4.695497,5.634596,6.573695,7.512795,8.451894,9.390994
2020-09-28 11:22:02.161941,0.945784,1.891568,2.837352,3.783136,4.728920,5.674704,6.620488,7.566272,8.512056,9.457840
2020-09-28 11:22:02.265938,0.952090,1.904181,2.856271,3.808361,4.760452,5.712542,6.664632,7.616723,8.568813,9.520903
2020-09-28 11:22:02.365939,0.958016,1.916032,2.874048,3.832063,4.790079,5.748095,6.706111,7.664127,8.622143,9.580159
2020-09-28 11:22:02.469938,0.963558,1.927116,2.890675,3.854233,4.817791,5.781349,6.744907,7.708465,8.672024,9.635582
2020-09-28 11:22:02.577939,0.968715,1.937430,2.906145,3.874860,4.843576,5.812291,6.781006,7.749721,8.718436,9.687151
2020-09-28 11:22:02.677943,0.973485,1.946969,2.920454,3.893938,4.867423,5.840907,6.814392,7.787876,8.761361,9.734845
2020-09-28 11:22:02.781938,0.977865,1.955729,2.933594,3.911458,4.889323,5.867188,6.845052,7.822917,8.800781,9.778646
2020-09-28 11:22:02.881940,0.981854,1.963707,2.945561,3.927414,4.909268,5.891121,6.872975,7.854828,8.836682,9.818535
2020-09-28 11:22:02.984011,0.985450,1.970899,2.956349,3.941799,4.927249,5.912698,6.898148,7.883598,8.869048,9.854497
2020-09-28 11:22:03.088011,0.988652,1.977304,2.965955,3.954607,4.943259,5.931911,6.920562,7.909214,8.897866,9.886518
2020-09-28 11:22:03.188012,0.991458,1.982917,2.974375,3.965833,4.957292,5.948750,6.940208,7.931667,8.923125,9.914583
2020-09-28 11:22:03.292010,0.993868,1.987737,2.981605,3.975473,4.969342,5.963210,6.957079,7.950947,8.944815,9.938684
2020-09-28 11:22:03.392013,0.995881,1.991762,2.987643,3.983523,4.979404,5.975285,6.971166,7.967047,8.962928,9.958808
2020-09-28 11:22:03.496010,0.997495,1.994990,2.992485,3.989980,4.987475,5.984970,6.982465,7.979960,8.977455,9.974950
2020-09-28 11:22:03.596012,0.998710,1.997420,2.996130,3.994841,4.993551,5.992261,6.990971,7.989681,8.988391,9.987101
2020-09-28 11:22:03.700021,0.999526,1.999052,2.998577,3.998103,4.997629,5.997155,6.996681,7.996207,8.995732,9.995258
2020-09-28 11:22:03.804010,0.999942,1.999883,2.999825,3.999767,4.999709,5.999650,6.999592,7.999534,8.999475,9.999417
2020-09-28 11:22:03.904021,0.999958,1.999915,2.999873,3.999831,4.999788,5.999746,6.999704,7.999661,8.999619,9.999576
2020-09-28 11:22:04.008011,0.999574,1.999147,2.998721,3.998294,4.997868,5.997442,6.997015,7.996589,8.996162,9.995736
2020-09-28 11:22:04.108013,0.998790,1.997579,2.996369,3.995159,4.993949,5.992738,6.991528,7.990318,8.989108,9.987897
2020-09-28 11:22:04.212014,0.997606,1.995213,2.992819,3.990426,4.988032,5.985638,6.983245,7.980851,8.978457,9.976064
2020-09-28 11:22:04.312048,0.996024,1.992048,2.988072,3.984096,4.980120,5.976144,6.972168,7.968192,8.964216,9.960240
2020-09-28 11:22:04.416012,0.994043,1.988086,2.982130,3.976173,4.970216,5.964259,6.958302,7.952346,8.946389,9.940432
2020-09-28 11:22:04.592011,0.991665,1.983330,2.974994,3.966659,4.958324,5.949989,6.941654,7.933318,8.924983,9.916648
2020-09-28 11:22:04.716013,0.988890,1.977780,2.966669,3.955559,4.944449,5.933339,6.922228,7.911118,8.900008,9.888898
2020-09-28 11:22:04.816015,0.985719,1.971438,2.957158,3.942877,4.928596,5.914315,6.900034,7.885753,8.871473,9.857192
2020-09-28 11:22:04.916377,0.982154,1.964309,2.946463,3.928617,4.910772,5.892926,6.875080,7.857235,8.839389,9.821543
2020-09-28 11:22:05.016427,0.978197,1.956393,2.934590,3.912786,4.890983,5.869180,6.847376,7.825573,8.803769,9.781966
2020-09-28 11:22:05.120381,0.973848,1.947695,2.921543,3.895391,4.869238,5.843086,6.816933,7.790781,8.764629,9.738476
2020-09-28 11:22:05.220382,0.969109,1.938218,2.907327,3.876437,4.845546,5.814655,6.783764,7.752873,8.721982,9.691091
2020-09-28 11:22:05.320418,0.963983,1.927966,2.891949,3.855932,4.819915,5.783898,6.747881,7.711864,8.675847,9.639830
2020-09-28 11:22:05.424416,0.958471,1.916943,2.875414,3.833885,4.792356,5.750828,6.709299,7.667770,8.626242,9.584713
2020-09-28 11:22:05.524417,0.952576,1.905152,2.857729,3.810305,4.762881,5.715457,6.668033,7.620610,8.573186,9.525762
2020-09-28 11:22:05.624419,0.946300,1.892600,2.838900,3.785200,4.731500,5.677801,6.624101,7.570401,8.516701,9.463001
2020-09-28 11:22:05.728421,0.939645,1.879291,2.818936,3.758582,4.698227,5.637873,6.577518,7.517164,8.456809,9.396455
2020-09-28 11:22:05.832422,0.932615,1.865230,2.797845,3.730460,4.663075,5.595690,6.528305,7.460920,8.393535,9.326150
2020-09-28 11:22:05.932467,0.925212,1.850423,2.775635,3.700846,4.626058,5.551269,6.476481,7.401692,8.326904,9.252115
2020-09-28 11:22:06.036503,0.917438,1.834876,2.752314,3.669752,4.587190,5.504628,6.422066,7.339504,8.256942,9.174380
2020-09-28 11:22:06.136521,0.909297,1.818595,2.727892,3.637190,4.546487,5.455785,6.365082,7.274379,8.183677,9.092974
2020-09-28 11:22:06.240512,0.900793,1.801586,2.702380,3.603173,4.503966,5.404759,6.305552,7.206346,8.107139,9.007932
2020-09-28 11:22:06.344466,0.891929,1.783857,2.675786,3.567715,4.459643,5.351572,6.243501,7.135429,8.027358,8.919287
2020-09-28 11:22:06.448463,0.882707,1.765415,2.648122,3.530829,4.413537,5.296244,6.178951,7.061659,7.944366,8.827074
2020-09-28 11:22:06.548516,0.873133,1.746266,2.619399,3.492532,4.365665,5.238798,6.111931,6.985064,7.858197,8.731330
2020-09-28 11:22:06.652501,0.863209,1.726419,2.589628,3.452837,4.316047,5.179256,6.042466,6.905675,7.768884,8.632094
2020-09-28 11:22:06.756463,0.852940,1.705881,2.558821,3.411762,4.264702,5.117643,5.970583,6.823524,7.676464,8.529405
2020-09-28 11:22:06.856464,0.842330,1.684661,2.526991,3.369322,4.211652,5.053983,5.896313,6.738643,7.580974,8.423304
2020-09-28 11:22:06.956529,0.831383,1.662767,2.494150,3.325534,4.156917,4.988301,5.819684,6.651068,7.482451,8.313835
2020-09-28 11:22:07.060528,0.820104,1.640208,2.460312,3.280416,4.100520,4.920624,5.740728,6.560832,7.380936,8.201039
2020-09-28 11:22:07.164526,0.808496,1.616993,2.425489,3.233986,4.042482,4.850978,5.659475,6.467971,7.276468,8.084964
2020-09-28 11:22:07.324526,0.796565,1.593131,2.389696,3.186262,3.982827,4.779393,5.575958,6.372524,7.169089,7.965655
2020-09-28 11:22:07.428527,0.784316,1.568632,2.352948,3.137264,3.921580,4.705896,5.490211,6.274527,7.058843,7.843159
2020-09-28 11:22:07.544539,0.771753,1.543505,2.315258,3.087011,3.858763,4.630516,5.402269,6.174021,6.945774,7.717527
2020-09-28 11:22:07.644542,0.758881,1.517761,2.276642,3.035523,3.794404,4.553284,5.312165,6.071046,6.829926,7.588807
2020-09-28 11:22:07.744584,0.745705,1.491410,2.237116,2.982821,3.728526,4.474231,5.219936,5.965642,6.711347,7.457052
2020-09-28 11:22:07.848540,0.732231,1.464463,2.196694,2.928926,3.661157,4.393389,5.125620,5.857852,6.590083,7.322314
2020-09-28 11:22:07.948575,0.718465,1.436930,2.155394,2.873859,3.592324,4.310789,5.029254,5.747718,6.466183,7.184648
2020-09-28 11:22:08.052539,0.704411,1.408822,2.113232,2.817643,3.522054,4.226465,4.930875,5.635286,6.339697,7.044108
2020-09-28 11:22:08.152544,0.690075,1.380150,2.070225,2.760300,3.450375,4.140450,4.830525,5.520600,6.210675,6.900750
2020-09-28 11:22:08.256540,0.675463,1.350926,2.026390,2.701853,3.377316,4.052779,4.728242,5.403705,6.079169,6.754632
2020-09-28 11:22:08.356584,0.660581,1.321162,1.981744,2.642325,3.302906,3.963487,4.624068,5.284650,5.945231,6.605812
2020-09-28 11:22:08.456584,0.645435,1.290870,1.936305,2.581740,3.227175,3.872610,4.518045,5.163480,5.808915,6.454350
2020-09-28 11:22:08.560540,0.630031,1.260061,1.890092,2.520123,3.150153,3.780184,4.410214,5.040245,5.670276,6.300306
2020-09-28 11:22:08.660541,0.614374,1.228749,1.843123,2.457497,3.071871,3.686246,4.300620,4.914994,5.529368,6.143743
2020-09-28 11:22:08.760576,0.598472,1.196944,1.795416,2.393889,2.992361,3.590833,4.189305,4.787777,5.386249,5.984721
2020-09-28 11:22:08.864540,0.582331,1.164661,1.746992,2.329323,2.911653,3.493984,4.076315,4.658645,5.240976,5.823306
2020-09-28 11:22:08.964643,0.565956,1.131912,1.697869,2.263825,2.829781,3.395737,3.961694,4.527650,5.093606,5.659562
2020-09-28 11:22:09.064644,0.549355,1.098711,1.648066,2.197422,2.746777,3.296133,3.845488,4.394843,4.944199,5.493554
2020-09-28 11:22:09.164644,0.532535,1.065070,1.597605,2.130140,2.662675,3.195209,3.727744,4.260279,4.792814,5.325349
2020-09-28 11:22:09.268647,0.515501,1.031003,1.546504,2.062005,2.577507,3.093008,3.608510,4.124011,4.639512,5.155014
2020-09-28 11:22:09.368679,0.498262,0.996523,1.494785,1.993047,2.491308,2.989570,3.487831,3.986093,4.484355,4.982616
2020-09-28 11:22:09.472643,0.480823,0.961645,1.442468,1.923290,2.404113,2.884936,3.365758,3.846581,4.327404,4.808226
2020-09-28 11:22:09.572644,0.463191,0.926383,1.389574,1.852765,2.315956,2.779148,3.242339,3.705530,4.168721,4.631913
2020-09-28 11:22:09.672682,0.445375,0.890749,1.336124,1.781499,2.226873,2.672248,3.117623,3.562997,4.008372,4.453746
2020-09-28 11:22:09.772685,0.427380,0.854760,1.282140,1.709520,2.136899,2.564279,2.991659,3.419039,3.846419,4.273799
2020-09-28 11:22:09.873181,0.409214,0.818428,1.227643,1.636857,2.046071,2.455285,2.864499,3.273713,3.682928,4.092142
2020-09-28 11:22:09.976728,0.390885,0.781770,1.172654,1.563539,1.954424,2.345309,2.736193,3.127078,3.517963,3.908848
2020-09-28 11:22:10.128729,0.372399,0.744798,1.117197,1.489596,1.861995,2.234394,2.606793,2.979192,3.351591,3.723990
2020-09-28 11:22:10.236729,0.353764,0.707529,1.061293,1.415057,1.768822,2.122586,2.476350,2.830115,3.183879,3.537643
2020-09-28 11:22:10.336730,0.334988,0.669976,1.004964,1.339953,1.674941,2.009929,2.344917,2.679905,3.014893,3.349882
2020-09-28 11:22:10.436938,0.316078,0.632156,0.948234,1.264312,1.580390,1.896468,2.212546,2.528624,2.844702,3.160780
2020-09-28 11:22:10.540731,0.297041,0.594083,0.891124,1.188165,1.485207,1.782248,2.079289,2.376331,2.673372,2.970414
2020-09-28 11:22:10.640766,0.277886,0.555772,0.833658,1.111544,1.389430,1.667316,1.945201,2.223087,2.500973,2.778859
2020-09-28 11:22:10.740768,0.258619,0.517239,0.775858,1.034477,1.293097,1.551716,1.810335,2.068955,2.327574,2.586193
2020-09-28 11:22:10.844733,0.239249,0.478499,0.717748,0.956997,1.196247,1.435496,1.674745,1.913995,2.153244,2.392493
2020-09-28 11:22:10.945423,0.219784,0.439567,0.659351,0.879134,1.098918,1.318702,1.538485,1.758269,1.978053,2.197836
2020-09-28 11:22:11.048821,0.200230,0.400460,0.600690,0.800920,1.001150,1.201380,1.401610,1.601840,1.802070,2.002300
2020-09-28 11:22:11.152819,0.180596,0.361193,0.541789,0.722385,0.902981,1.083578,1.264174,1.444770,1.625366,1.805963
2020-09-28 11:22:11.252820,0.160890,0.321781,0.482671,0.643561,0.804452,0.965342,1.126232,1.287123,1.448013,1.608903
2020-09-28 11:22:11.356784,0.141120,0.282240,0.423360,0.564480,0.705600,0.846720,0.987840,1.128960,1.270080,1.411200
2020-09-28 11:22:11.457355,0.121293,0.242587,0.363880,0.485173,0.606466,0.727760,0.849053,0.970346,1.091639,1.212933
2020-09-28 11:22:11.560825,0.101418,0.202836,0.304254,0.405672,0.507090,0.608508,0.709926,0.811344,0.912762,1.014180
2020-09-28 11:22:11.664824,0.081502,0.163004,0.244506,0.326009,0.407511,0.489013,0.570515,0.652017,0.733519,0.815022
2020-09-28 11:22:11.764826,0.061554,0.123107,0.184661,0.246215,0.307769,0.369322,0.430876,0.492430,0.553983,0.615537
2020-09-28 11:22:11.868785,0.041581,0.083161,0.124742,0.166323,0.207903,0.249484,0.291065,0.332645,0.374226,0.415807
2020-09-28 11:22:11.968825,0.021591,0.043182,0.064773,0.086364,0.107955,0.129546,0.151137,0.172728,0.194319,0.215910
2020-09-28 11:22:12.072832,0.001593,0.003185,0.004778,0.006371,0.007963,0.009556,0.011149,0.012741,0.014334,0.015927
2020-09-28 11:22:12.176783,-0.018406,-0.036813,-0.055219,-0.073625,-0.092032,-0.110438,-0.128844,-0.147250,-0.165657,-0.184063
2020-09-28 11:22:12.276786,-0.038398,-0.076796,-0.115194,-0.153592,-0.191990,-0.230387,-0.268785,-0.307183,-0.345581,-0.383979
2020-09-28 11:22:12.376820,-0.058374,-0.116748,-0.175122,-0.233497,-0.291871,-0.350245,-0.408619,-0.466993,-0.525367,-0.583741
2020-09-28 11:22:12.476827,-0.078327,-0.156654,-0.234981,-0.313308,-0.391635,-0.469962,-0.548289,-0.626616,-0.704943,-0.783270
2020-09-28 11:22:12.576827,-0.098249,-0.196497,-0.294746,-0.392994,-0.491243,-0.589492,-0.687740,-0.785989,-0.884237,-0.982486
2020-09-28 11:22:12.680782,-0.118131,-0.236262,-0.354393,-0.472523,-0.590654,-0.708785,-0.826916,-0.945047,-1.063178,-1.181309
2020-09-28 11:22:12.788784,-0.137966,-0.275932,-0.413898,-0.551863,-0.689829,-0.827795,-0.965761,-1.103727,-1.241693,-1.379659
2020-09-28 11:22:12.988788,-0.157746,-0.315491,-0.473237,-0.630983,-0.788728,-0.946474,-1.104220,-1.261966,-1.419711,-1.577457
2020-09-28 11:22:13.088821,-0.177462,-0.354925,-0.532387,-0.709850,-0.887312,-1.064775,-1.242237,-1.419699,-1.597162,-1.774624
2020-09-28 11:22:13.188831,-0.197108,-0.394216,-0.591325,-0.788433,-0.985541,-1.182649,-1.379757,-1.576865,-1.773974,-1.971082
2020-09-28 11:22:13.292828,-0.216675,-0.433350,-0.650025,-0.866700,-1.083375,-1.300050,-1.516726,-1.733401,-1.950076,-2.166751
2020-09-28 11:22:13.396783,-0.236155,-0.472311,-0.708466,-0.944621,-1.180777,-1.416932,-1.653087,-1.889243,-2.125398,-2.361553
2020-09-28 11:22:13.496834,-0.255541,-0.511082,-0.766623,-1.022164,-1.277706,-1.533247,-1.788788,-2.044329,-2.299870,-2.555411
2020-09-28 11:22:13.600830,-0.274825,-0.549649,-0.824474,-1.099299,-1.374123,-1.648948,-1.923773,-2.198597,-2.473422,-2.748247
2020-09-28 11:22:13.704821,-0.293998,-0.587997,-0.881995,-1.175993,-1.469992,-1.763990,-2.057988,-2.351986,-2.645985,-2.939983
2020-09-28 11:22:13.808787,-0.313054,-0.626109,-0.939163,-1.252217,-1.565272,-1.878326,-2.191381,-2.504435,-2.817489,-3.130544
2020-09-28 11:22:13.911852,-0.331985,-0.663970,-0.995956,-1.327941,-1.659926,-1.991911,-2.323896,-2.655882,-2.987867,-3.319852
2020-09-28 11:22:14.011893,-0.350783,-0.701566,-1.052350,-1.403133,-1.753916,-2.104699,-2.455483,-2.806266,-3.157049,-3.507832
2020-09-28 11:22:14.115850,-0.369441,-0.738882,-1.108323,-1.477764,-1.847205,-2.216646,-2.586087,-2.955528,-3.324969,-3.694410
2020-09-28 11:22:14.215852,-0.387951,-0.775902,-1.163853,-1.551804,-1.939755,-2.327706,-2.715656,-3.103607,-3.491558,-3.879509
2020-09-28 11:22:14.315888,-0.406306,-0.812611,-1.218917,-1.625223,-2.031529,-2.437834,-2.844140,-3.250446,-3.656751,-4.063057
2020-09-28 11:22:14.419888,-0.424498,-0.848996,-1.273494,-1.697992,-2.122490,-2.546988,-2.971486,-3.395984,-3.820482,-4.244980
2020-09-28 11:22:14.523889,-0.442520,-0.885041,-1.327561,-1.770082,-2.212602,-2.655123,-3.097643,-3.540164,-3.982684,-4.425204
2020-09-28 11:22:14.627853,-0.460366,-0.920732,-1.381098,-1.841464,-2.301830,-2.762195,-3.222561,-3.682927,-4.143293,-4.603659
2020-09-28 11:22:14.731850,-0.478027,-0.956054,-1.434082,-1.912109,-2.390136,-2.868163,-3.346191,-3.824218,-4.302245,-4.780272
2020-09-28 11:22:14.831904,-0.495497,-0.990995,-1.486492,-1.981989,-2.477487,-2.972984,-3.468482,-3.963979,-4.459476,-4.954974
2020-09-28 11:22:14.935867,-0.512769,-1.025539,-1.538308,-2.051077,-2.563847,-3.076616,-3.589385,-4.102154,-4.614924,-5.127693
2020-09-28 11:22:15.035890,-0.529836,-1.059672,-1.589508,-2.119345,-2.649181,-3.179017,-3.708853,-4.238689,-4.768525,-5.298361
2020-09-28 11:22:15.135891,-0.546691,-1.093382,-1.640073,-2.186764,-2.733455,-3.280146,-3.826837,-4.373528,-4.920219,-5.466910
2020-09-28 11:22:15.239850,-0.563327,-1.126655,-1.689982,-2.253309,-2.816636,-3.379964,-3.943291,-4.506618,-5.069946,-5.633273
2020-09-28 11:22:15.339850,-0.579738,-1.159476,-1.739215,-2.318953,-2.898691,-3.478429,-4.058167,-4.637906,-5.217644,-5.797382
2020-09-28 11:22:15.439853,-0.595917,-1.191834,-1.787752,-2.383669,-2.979586,-3.575503,-4.171421,-4.767338,-5.363255,-5.959172
2020-09-28 11:22:15.623860,-0.611858,-1.223716,-1.835574,-2.447432,-3.059289,-3.671147,-4.283005,-4.894863,-5.506721,-6.118579
2020-09-28 11:22:15.738574,-0.627554,-1.255108,-1.882661,-2.510215,-3.137769,-3.765323,-4.392877,-5.020431,-5.647984,-6.275538
2020-09-28 11:22:15.842573,-0.642999,-1.285997,-1.928996,-2.571995,-3.214994,-3.857992,-4.500991,-5.143990,-5.786989,-6.429987
2020-09-28 11:22:15.942614,-0.658186,-1.316373,-1.974559,-2.632746,-3.290932,-3.949119,-4.607305,-5.265492,-5.923678,-6.581865
2020-09-28 11:22:16.046571,-0.673111,-1.346222,-2.019333,-2.692444,-3.365555,-4.038666,-4.711777,-5.384887,-6.057998,-6.731109
2020-09-28 11:22:16.147055,-0.687766,-1.375532,-2.063298,-2.751065,-3.438831,-4.126597,-4.814363,-5.502129,-6.189895,-6.877662
2020-09-28 11:22:16.250571,-0.702146,-1.404293,-2.106439,-2.808585,-3.510731,-4.212878,-4.915024,-5.617170,-6.319317,-7.021463
2020-09-28 11:22:16.350609,-0.716246,-1.432491,-2.148737,-2.864982,-3.581228,-4.297473,-5.013719,-5.729965,-6.446210,-7.162456
2020-09-28 11:22:16.454571,-0.730058,-1.460117,-2.190175,-2.920233,-3.650292,-4.380350,-5.110409,-5.840467,-6.570525,-7.300584
2020-09-28 11:22:16.554613,-0.743579,-1.487158,-2.230737,-2.974317,-3.717896,-4.461475,-5.205054,-5.948633,-6.692212,-7.435791
2020-09-28 11:22:16.658614,-0.756802,-1.513605,-2.270407,-3.027210,-3.784012,-4.540815,-5.297617,-6.054420,-6.811222,-7.568025
2020-09-28 11:22:16.762575,-0.769723,-1.539446,-2.309169,-3.078893,-3.848616,-4.618339,-5.388062,-6.157785,-6.927508,-7.697231
2020-09-28 11:22:16.866609,-0.782336,-1.564672,-2.347008,-3.129344,-3.911680,-4.694015,-5.476351,-6.258687,-7.041023,-7.823359
